,data,result
54506,"[98, 15, 3]",[6.533333333333333]
54507,"[17, 29, 1]",[-12]
54508,"[45, 55, 3]",[0.8181818181818182]
54509,"[72, 71, 1]",[1]
54510,"[72, 9, 2]",[648]
54511,"[94, 27, 2]",[2538]
54512,"[60, 58, 1]",[2]
54513,"[94, 15, 1]",[79]
54514,"[94, 91, 1]",[3]
54515,"[77, 86, 3]",[0.8953488372093024]
54516,"[48, 70, 3]",[0.6857142857142857]
54517,"[1, 21, 0]",[22]
54518,"[8, 0, 0]",[8]
54519,"[19, 29, 0]",[48]
54520,"[12, 50, 2]",[600]
54521,"[17, 6, 0]",[23]
54522,"[64, 56, 2]",[3584]
54523,"[59, 18, 3]",[3.2777777777777777]
54524,"[63, 31, 0]",[94]
54525,"[47, 49, 0]",[96]
54526,"[18, 35, 1]",[-17]
54527,"[81, 66, 1]",[15]
54528,"[85, 5, 1]",[80]
54529,"[42, 38, 3]",[1.105263157894737]
54530,"[69, 67, 3]",[1.0298507462686568]
54531,"[94, 100, 1]",[-6]
54532,"[64, 88, 0]",[152]
54533,"[8, 60, 0]",[68]
54534,"[97, 62, 0]",[159]
54535,"[88, 85, 1]",[3]
54536,"[77, 92, 0]",[169]
54537,"[19, 46, 2]",[874]
54538,"[42, 95, 0]",[137]
54539,"[86, 86, 3]",[1.0]
54540,"[2, 94, 2]",[188]
54541,"[2, 4, 3]",[0.5]
54542,"[47, 78, 2]",[3666]
54543,"[87, 23, 3]",[3.782608695652174]
54544,"[44, 55, 1]",[-11]
54545,"[7, 68, 0]",[75]
54546,"[71, 23, 3]",[3.0869565217391304]
54547,"[27, 61, 0]",[88]
54548,"[52, 31, 2]",[1612]
54549,"[12, 73, 3]",[0.1643835616438356]
54550,"[10, 54, 2]",[540]
54551,"[42, 39, 1]",[3]
54552,"[72, 94, 1]",[-22]
54553,"[0, 97, 2]",[0]
54554,"[39, 11, 0]",[50]
54555,"[55, 12, 2]",[660]
54556,"[49, 82, 1]",[-33]
54557,"[27, 91, 0]",[118]
54558,"[26, 26, 3]",[1.0]
54559,"[98, 37, 3]",[2.6486486486486487]
54560,"[92, 78, 1]",[14]
54561,"[70, 80, 3]",[0.875]
54562,"[1, 15, 3]",[0.06666666666666667]
54563,"[81, 65, 1]",[16]
54564,"[69, 93, 1]",[-24]
54565,"[88, 63, 3]",[1.3968253968253967]
54566,"[91, 42, 3]",[2.1666666666666665]
54567,"[74, 39, 3]",[1.8974358974358974]
54568,"[13, 57, 1]",[-44]
54569,"[19, 0, 2]",[0]
54570,"[79, 1, 0]",[80]
54571,"[74, 29, 1]",[45]
54572,"[63, 9, 3]",[7.0]
54573,"[40, 91, 0]",[131]
54574,"[60, 44, 1]",[16]
54575,"[43, 80, 0]",[123]
54576,"[1, 15, 1]",[-14]
54577,"[39, 92, 0]",[131]
54578,"[94, 48, 3]",[1.9583333333333333]
54579,"[0, 16, 0]",[16]
54580,"[55, 77, 3]",[0.7142857142857143]
54581,"[70, 74, 0]",[144]
54582,"[9, 80, 2]",[720]
54583,"[66, 86, 0]",[152]
54584,"[60, 63, 0]",[123]
54585,"[94, 10, 0]",[104]
54586,"[51, 91, 1]",[-40]
54587,"[0, 90, 1]",[-90]
54588,"[55, 80, 3]",[0.6875]
54589,"[96, 42, 1]",[54]
54590,"[17, 65, 3]",[0.26153846153846155]
54591,"[57, 20, 2]",[1140]
54592,"[52, 72, 2]",[3744]
54593,"[24, 13, 3]",[1.8461538461538463]
54594,"[36, 44, 3]",[0.8181818181818182]
54595,"[23, 0, 2]",[0]
54596,"[55, 78, 3]",[0.7051282051282052]
54597,"[61, 96, 3]",[0.6354166666666666]
54598,"[60, 7, 2]",[420]
54599,"[48, 80, 3]",[0.6]
54600,"[89, 4, 3]",[22.25]
54601,"[21, 43, 3]",[0.4883720930232558]
54602,"[80, 36, 1]",[44]
54603,"[25, 36, 2]",[900]
54604,"[79, 50, 2]",[3950]
54605,"[99, 32, 3]",[3.09375]
54606,"[64, 48, 3]",[1.3333333333333333]
54607,"[3, 36, 0]",[39]
54608,"[90, 75, 0]",[165]
54609,"[89, 95, 1]",[-6]
54610,"[94, 67, 2]",[6298]
54611,"[84, 55, 1]",[29]
54612,"[45, 38, 1]",[7]
54613,"[1, 26, 1]",[-25]
54614,"[67, 41, 3]",[1.6341463414634145]
54615,"[5, 38, 0]",[43]
54616,"[95, 19, 0]",[114]
54617,"[54, 79, 0]",[133]
54618,"[56, 90, 1]",[-34]
54619,"[21, 24, 0]",[45]
54620,"[44, 0, 1]",[44]
54621,"[80, 55, 3]",[1.4545454545454546]
54622,"[91, 37, 0]",[128]
54623,"[89, 27, 2]",[2403]
54624,"[72, 99, 0]",[171]
54625,"[54, 12, 1]",[42]
54626,"[12, 28, 2]",[336]
54627,"[81, 28, 0]",[109]
54628,"[83, 45, 1]",[38]
54629,"[25, 85, 0]",[110]
54630,"[26, 56, 3]",[0.4642857142857143]
54631,"[36, 51, 3]",[0.7058823529411765]
54632,"[81, 54, 2]",[4374]
54633,"[32, 10, 1]",[22]
54634,"[12, 95, 0]",[107]
54635,"[18, 91, 2]",[1638]
54636,"[8, 2, 0]",[10]
54637,"[54, 1, 3]",[54.0]
54638,"[70, 88, 1]",[-18]
54639,"[88, 54, 3]",[1.6296296296296295]
54640,"[68, 6, 3]",[11.333333333333334]
54641,"[80, 47, 2]",[3760]
54642,"[17, 34, 3]",[0.5]
54643,"[43, 34, 0]",[77]
54644,"[77, 9, 3]",[8.555555555555555]
54645,"[53, 8, 3]",[6.625]
54646,"[22, 75, 2]",[1650]
54647,"[89, 94, 2]",[8366]
54648,"[8, 36, 1]",[-28]
54649,"[96, 56, 2]",[5376]
54650,"[72, 51, 0]",[123]
54651,"[87, 77, 2]",[6699]
54652,"[80, 5, 3]",[16.0]
54653,"[80, 73, 2]",[5840]
54654,"[95, 99, 0]",[194]
54655,"[14, 12, 0]",[26]
54656,"[33, 65, 3]",[0.5076923076923077]
54657,"[86, 7, 3]",[12.285714285714286]
54658,"[60, 91, 3]",[0.6593406593406593]
54659,"[46, 84, 3]",[0.5476190476190477]
54660,"[59, 3, 1]",[56]
54661,"[48, 13, 2]",[624]
54662,"[78, 65, 2]",[5070]
54663,"[90, 8, 0]",[98]
54664,"[49, 14, 3]",[3.5]
54665,"[68, 39, 0]",[107]
54666,"[73, 56, 2]",[4088]
54667,"[9, 9, 0]",[18]
54668,"[39, 17, 2]",[663]
54669,"[38, 56, 3]",[0.6785714285714286]
54670,"[78, 18, 0]",[96]
54671,"[28, 33, 3]",[0.8484848484848485]
54672,"[28, 80, 3]",[0.35]
54673,"[30, 92, 1]",[-62]
54674,"[36, 67, 0]",[103]
54675,"[61, 57, 0]",[118]
54676,"[20, 63, 3]",[0.31746031746031744]
54677,"[19, 69, 2]",[1311]
54678,"[28, 11, 0]",[39]
54679,"[43, 53, 2]",[2279]
54680,"[65, 65, 0]",[130]
54681,"[48, 92, 3]",[0.5217391304347826]
54682,"[55, 98, 3]",[0.5612244897959183]
54683,"[12, 26, 0]",[38]
54684,"[61, 14, 3]",[4.357142857142857]
54685,"[38, 36, 3]",[1.0555555555555556]
54686,"[84, 62, 3]",[1.3548387096774193]
54687,"[85, 98, 1]",[-13]
54688,"[63, 96, 0]",[159]
54689,"[32, 47, 3]",[0.6808510638297872]
54690,"[13, 34, 3]",[0.38235294117647056]
54691,"[24, 42, 2]",[1008]
54692,"[63, 2, 1]",[61]
54693,"[68, 16, 3]",[4.25]
54694,"[6, 14, 3]",[0.42857142857142855]
54695,"[72, 78, 1]",[-6]
54696,"[43, 66, 2]",[2838]
54697,"[84, 33, 3]",[2.5454545454545454]
54698,"[12, 92, 0]",[104]
54699,"[80, 20, 0]",[100]
54700,"[67, 98, 1]",[-31]
54701,"[94, 58, 0]",[152]
54702,"[78, 63, 1]",[15]
54703,"[1, 72, 1]",[-71]
54704,"[84, 21, 1]",[63]
54705,"[93, 57, 1]",[36]
54706,"[45, 21, 0]",[66]
54707,"[80, 42, 3]",[1.9047619047619047]
54708,"[92, 45, 0]",[137]
54709,"[18, 29, 3]",[0.6206896551724138]
54710,"[67, 76, 0]",[143]
54711,"[30, 16, 2]",[480]
54712,"[52, 32, 3]",[1.625]
54713,"[71, 90, 0]",[161]
54714,"[80, 33, 1]",[47]
54715,"[100, 18, 3]",[5.555555555555555]
54716,"[25, 99, 3]",[0.25252525252525254]
54717,"[87, 36, 0]",[123]
54718,"[20, 0, 1]",[20]
54719,"[86, 32, 2]",[2752]
54720,"[6, 83, 3]",[0.07228915662650602]
54721,"[70, 66, 3]",[1.0606060606060606]
54722,"[42, 21, 2]",[882]
54723,"[6, 53, 3]",[0.11320754716981132]
54724,"[89, 57, 1]",[32]
54725,"[77, 27, 1]",[50]
54726,"[8, 24, 0]",[32]
54727,"[63, 21, 0]",[84]
54728,"[78, 50, 0]",[128]
54729,"[4, 45, 0]",[49]
54730,"[77, 36, 1]",[41]
54731,"[37, 42, 1]",[-5]
54732,"[100, 63, 1]",[37]
54733,"[99, 71, 3]",[1.3943661971830985]
54734,"[78, 28, 1]",[50]
54735,"[53, 71, 1]",[-18]
54736,"[14, 99, 2]",[1386]
54737,"[47, 34, 0]",[81]
54738,"[0, 22, 1]",[-22]
54739,"[53, 98, 1]",[-45]
54740,"[27, 94, 2]",[2538]
54741,"[39, 94, 3]",[0.4148936170212766]
54742,"[1, 99, 3]",[0.010101010101010102]
54743,"[27, 0, 3]",[0]
54744,"[36, 54, 1]",[-18]
54745,"[65, 79, 1]",[-14]
54746,"[86, 45, 0]",[131]
54747,"[7, 59, 1]",[-52]
54748,"[37, 67, 3]",[0.5522388059701493]
54749,"[98, 98, 0]",[196]
54750,"[82, 74, 3]",[1.1081081081081081]
54751,"[48, 68, 3]",[0.7058823529411765]
54752,"[84, 19, 0]",[103]
54753,"[8, 39, 2]",[312]
54754,"[61, 15, 3]",[4.066666666666666]
54755,"[0, 54, 2]",[0]
54756,"[92, 58, 1]",[34]
54757,"[40, 79, 0]",[119]
54758,"[0, 51, 0]",[51]
54759,"[60, 30, 1]",[30]
54760,"[20, 39, 2]",[780]
54761,"[56, 11, 0]",[67]
54762,"[78, 60, 0]",[138]
54763,"[64, 34, 0]",[98]
54764,"[64, 45, 3]",[1.4222222222222223]
54765,"[4, 31, 1]",[-27]
54766,"[94, 33, 0]",[127]
54767,"[84, 41, 1]",[43]
54768,"[81, 24, 2]",[1944]
54769,"[48, 93, 0]",[141]
54770,"[44, 94, 0]",[138]
54771,"[39, 17, 1]",[22]
54772,"[70, 0, 0]",[70]
54773,"[96, 52, 2]",[4992]
54774,"[83, 79, 2]",[6557]
54775,"[52, 6, 3]",[8.666666666666666]
54776,"[95, 16, 0]",[111]
54777,"[89, 16, 2]",[1424]
54778,"[38, 90, 1]",[-52]
54779,"[60, 32, 0]",[92]
54780,"[98, 90, 3]",[1.0888888888888888]
54781,"[64, 94, 3]",[0.6808510638297872]
54782,"[84, 50, 2]",[4200]
54783,"[18, 24, 1]",[-6]
54784,"[80, 78, 0]",[158]
54785,"[75, 14, 1]",[61]
54786,"[67, 13, 1]",[54]
54787,"[41, 100, 1]",[-59]
54788,"[50, 37, 3]",[1.3513513513513513]
54789,"[30, 84, 0]",[114]
54790,"[19, 65, 2]",[1235]
54791,"[85, 84, 0]",[169]
54792,"[70, 92, 1]",[-22]
54793,"[28, 84, 1]",[-56]
54794,"[10, 9, 3]",[1.1111111111111112]
54795,"[97, 78, 2]",[7566]
54796,"[43, 40, 1]",[3]
54797,"[18, 78, 0]",[96]
54798,"[27, 91, 2]",[2457]
54799,"[16, 85, 0]",[101]
54800,"[47, 26, 0]",[73]
54801,"[42, 1, 2]",[42]
54802,"[70, 70, 3]",[1.0]
54803,"[39, 64, 2]",[2496]
54804,"[69, 82, 3]",[0.8414634146341463]
54805,"[87, 91, 2]",[7917]
54806,"[73, 51, 2]",[3723]
54807,"[6, 94, 3]",[0.06382978723404255]
54808,"[95, 26, 3]",[3.6538461538461537]
54809,"[92, 84, 1]",[8]
54810,"[11, 39, 2]",[429]
54811,"[82, 20, 3]",[4.1]
54812,"[16, 73, 0]",[89]
54813,"[31, 69, 3]",[0.4492753623188406]
54814,"[8, 34, 3]",[0.23529411764705882]
54815,"[41, 80, 1]",[-39]
54816,"[35, 16, 0]",[51]
54817,"[24, 3, 3]",[8.0]
54818,"[52, 23, 3]",[2.260869565217391]
54819,"[54, 63, 3]",[0.8571428571428571]
54820,"[4, 63, 3]",[0.06349206349206349]
54821,"[46, 95, 2]",[4370]
54822,"[70, 59, 1]",[11]
54823,"[70, 63, 1]",[7]
54824,"[59, 8, 3]",[7.375]
54825,"[30, 14, 2]",[420]
54826,"[6, 58, 1]",[-52]
54827,"[41, 65, 2]",[2665]
54828,"[30, 4, 3]",[7.5]
54829,"[7, 31, 1]",[-24]
54830,"[48, 27, 1]",[21]
54831,"[89, 83, 3]",[1.072289156626506]
54832,"[33, 10, 0]",[43]
54833,"[15, 24, 1]",[-9]
54834,"[1, 92, 0]",[93]
54835,"[17, 75, 1]",[-58]
54836,"[27, 31, 0]",[58]
54837,"[79, 96, 1]",[-17]
54838,"[67, 43, 0]",[110]
54839,"[48, 89, 2]",[4272]
54840,"[83, 34, 0]",[117]
54841,"[77, 64, 2]",[4928]
54842,"[30, 65, 1]",[-35]
54843,"[58, 93, 0]",[151]
54844,"[78, 49, 1]",[29]
54845,"[73, 20, 3]",[3.65]
54846,"[40, 32, 3]",[1.25]
54847,"[93, 58, 2]",[5394]
54848,"[62, 99, 3]",[0.6262626262626263]
54849,"[88, 12, 2]",[1056]
54850,"[78, 72, 2]",[5616]
54851,"[13, 11, 1]",[2]
54852,"[68, 96, 2]",[6528]
54853,"[35, 35, 2]",[1225]
54854,"[12, 63, 0]",[75]
54855,"[96, 73, 1]",[23]
54856,"[15, 65, 2]",[975]
54857,"[61, 24, 2]",[1464]
54858,"[5, 65, 1]",[-60]
54859,"[1, 17, 3]",[0.058823529411764705]
54860,"[96, 45, 0]",[141]
54861,"[1, 94, 1]",[-93]
54862,"[34, 65, 3]",[0.5230769230769231]
54863,"[82, 96, 1]",[-14]
54864,"[9, 46, 0]",[55]
54865,"[84, 31, 3]",[2.7096774193548385]
54866,"[83, 23, 2]",[1909]
54867,"[49, 35, 3]",[1.4]
54868,"[99, 6, 0]",[105]
54869,"[8, 55, 3]",[0.14545454545454545]
54870,"[58, 14, 3]",[4.142857142857143]
54871,"[40, 39, 0]",[79]
54872,"[47, 67, 0]",[114]
54873,"[3, 34, 0]",[37]
54874,"[25, 43, 0]",[68]
54875,"[70, 50, 1]",[20]
54876,"[72, 98, 2]",[7056]
54877,"[18, 39, 1]",[-21]
54878,"[8, 63, 1]",[-55]
54879,"[85, 89, 2]",[7565]
54880,"[25, 13, 2]",[325]
54881,"[52, 40, 1]",[12]
54882,"[88, 31, 2]",[2728]
54883,"[22, 43, 3]",[0.5116279069767442]
54884,"[93, 84, 1]",[9]
54885,"[60, 76, 2]",[4560]
54886,"[85, 4, 1]",[81]
54887,"[33, 81, 3]",[0.4074074074074074]
54888,"[80, 33, 2]",[2640]
54889,"[67, 60, 3]",[1.1166666666666667]
54890,"[74, 57, 2]",[4218]
54891,"[66, 55, 1]",[11]
54892,"[64, 31, 3]",[2.064516129032258]
54893,"[71, 26, 2]",[1846]
54894,"[87, 65, 1]",[22]
54895,"[87, 75, 0]",[162]
54896,"[97, 36, 0]",[133]
54897,"[62, 81, 1]",[-19]
54898,"[13, 52, 1]",[-39]
54899,"[1, 75, 1]",[-74]
54900,"[24, 3, 0]",[27]
54901,"[45, 42, 2]",[1890]
54902,"[68, 91, 2]",[6188]
54903,"[6, 69, 1]",[-63]
54904,"[9, 74, 1]",[-65]
54905,"[65, 78, 3]",[0.8333333333333334]
54906,"[32, 60, 0]",[92]
54907,"[65, 45, 1]",[20]
54908,"[68, 13, 1]",[55]
54909,"[5, 68, 0]",[73]
54910,"[51, 82, 3]",[0.6219512195121951]
54911,"[3, 61, 2]",[183]
54912,"[60, 4, 2]",[240]
54913,"[12, 45, 0]",[57]
54914,"[98, 53, 1]",[45]
54915,"[52, 16, 3]",[3.25]
54916,"[22, 72, 0]",[94]
54917,"[83, 84, 0]",[167]
54918,"[4, 24, 1]",[-20]
54919,"[4, 9, 1]",[-5]
54920,"[59, 12, 3]",[4.916666666666667]
54921,"[52, 9, 0]",[61]
54922,"[19, 79, 2]",[1501]
54923,"[97, 58, 3]",[1.6724137931034482]
54924,"[62, 30, 0]",[92]
54925,"[56, 70, 1]",[-14]
54926,"[62, 78, 3]",[0.7948717948717948]
54927,"[51, 62, 3]",[0.8225806451612904]
54928,"[5, 53, 2]",[265]
54929,"[49, 86, 0]",[135]
54930,"[68, 39, 2]",[2652]
54931,"[86, 79, 3]",[1.0886075949367089]
54932,"[52, 2, 3]",[26.0]
54933,"[78, 9, 3]",[8.666666666666666]
54934,"[8, 4, 1]",[4]
54935,"[92, 31, 3]",[2.967741935483871]
54936,"[87, 95, 1]",[-8]
54937,"[53, 75, 2]",[3975]
54938,"[94, 12, 2]",[1128]
54939,"[16, 29, 1]",[-13]
54940,"[39, 10, 2]",[390]
54941,"[77, 29, 3]",[2.6551724137931036]
54942,"[62, 40, 3]",[1.55]
54943,"[11, 56, 1]",[-45]
54944,"[96, 54, 0]",[150]
54945,"[0, 39, 3]",[0.0]
54946,"[41, 52, 3]",[0.7884615384615384]
54947,"[16, 11, 1]",[5]
54948,"[64, 99, 2]",[6336]
54949,"[44, 55, 3]",[0.8]
54950,"[13, 11, 3]",[1.1818181818181819]
54951,"[27, 91, 0]",[118]
54952,"[85, 82, 0]",[167]
54953,"[1, 33, 3]",[0.030303030303030304]
54954,"[67, 29, 1]",[38]
54955,"[34, 11, 0]",[45]
54956,"[70, 85, 3]",[0.8235294117647058]
54957,"[50, 59, 0]",[109]
54958,"[47, 90, 2]",[4230]
54959,"[26, 69, 2]",[1794]
54960,"[61, 24, 2]",[1464]
54961,"[49, 98, 3]",[0.5]
54962,"[16, 57, 2]",[912]
54963,"[81, 42, 3]",[1.9285714285714286]
54964,"[89, 42, 3]",[2.119047619047619]
54965,"[29, 68, 0]",[97]
54966,"[10, 16, 2]",[160]
54967,"[99, 94, 3]",[1.053191489361702]
54968,"[28, 54, 2]",[1512]
54969,"[90, 61, 3]",[1.4754098360655739]
54970,"[84, 58, 3]",[1.4482758620689655]
54971,"[99, 80, 3]",[1.2375]
54972,"[80, 96, 1]",[-16]
54973,"[82, 10, 1]",[72]
54974,"[70, 46, 2]",[3220]
54975,"[29, 85, 2]",[2465]
54976,"[76, 85, 0]",[161]
54977,"[39, 45, 0]",[84]
54978,"[33, 99, 2]",[3267]
54979,"[6, 34, 2]",[204]
54980,"[10, 59, 2]",[590]
54981,"[91, 69, 2]",[6279]
54982,"[81, 3, 1]",[78]
54983,"[31, 60, 1]",[-29]
54984,"[36, 38, 2]",[1368]
54985,"[91, 75, 2]",[6825]
54986,"[8, 99, 3]",[0.08080808080808081]
54987,"[4, 9, 0]",[13]
54988,"[45, 24, 0]",[69]
54989,"[84, 80, 0]",[164]
54990,"[37, 46, 1]",[-9]
54991,"[97, 3, 0]",[100]
54992,"[81, 100, 1]",[-19]
54993,"[14, 65, 1]",[-51]
54994,"[57, 7, 2]",[399]
54995,"[49, 48, 1]",[1]
54996,"[77, 47, 1]",[30]
54997,"[53, 93, 3]",[0.5698924731182796]
54998,"[24, 32, 2]",[768]
54999,"[50, 89, 1]",[-39]
55000,"[54, 17, 2]",[918]
55001,"[52, 82, 1]",[-30]
55002,"[21, 20, 2]",[420]
55003,"[67, 37, 1]",[30]
55004,"[67, 40, 3]",[1.675]
55005,"[46, 96, 0]",[142]
55006,"[90, 81, 1]",[9]
55007,"[80, 80, 1]",[0]
55008,"[95, 66, 2]",[6270]
55009,"[39, 93, 1]",[-54]
55010,"[61, 78, 3]",[0.782051282051282]
55011,"[92, 59, 3]",[1.5593220338983051]
55012,"[61, 28, 0]",[89]
55013,"[11, 32, 0]",[43]
55014,"[0, 100, 1]",[-100]
55015,"[1, 47, 3]",[0.02127659574468085]
55016,"[100, 79, 1]",[21]
55017,"[54, 38, 2]",[2052]
55018,"[31, 50, 0]",[81]
55019,"[49, 40, 0]",[89]
55020,"[94, 92, 3]",[1.0217391304347827]
55021,"[13, 12, 0]",[25]
55022,"[21, 37, 3]",[0.5675675675675675]
55023,"[24, 30, 2]",[720]
55024,"[25, 8, 0]",[33]
55025,"[86, 39, 2]",[3354]
55026,"[61, 98, 0]",[159]
55027,"[30, 96, 1]",[-66]
55028,"[87, 73, 1]",[14]
55029,"[62, 73, 1]",[-11]
55030,"[55, 17, 1]",[38]
55031,"[76, 68, 0]",[144]
55032,"[26, 67, 2]",[1742]
55033,"[77, 74, 0]",[151]
55034,"[55, 90, 2]",[4950]
55035,"[80, 92, 3]",[0.8695652173913043]
55036,"[76, 25, 3]",[3.04]
55037,"[29, 4, 0]",[33]
55038,"[42, 50, 3]",[0.84]
55039,"[12, 57, 0]",[69]
55040,"[41, 63, 0]",[104]
55041,"[34, 56, 3]",[0.6071428571428571]
55042,"[89, 36, 0]",[125]
55043,"[37, 22, 0]",[59]
55044,"[61, 36, 3]",[1.6944444444444444]
55045,"[93, 54, 2]",[5022]
55046,"[30, 83, 3]",[0.3614457831325301]
55047,"[37, 100, 1]",[-63]
55048,"[43, 18, 2]",[774]
55049,"[30, 39, 3]",[0.7692307692307693]
55050,"[50, 98, 2]",[4900]
55051,"[67, 12, 1]",[55]
55052,"[10, 91, 2]",[910]
55053,"[22, 11, 2]",[242]
55054,"[99, 37, 2]",[3663]
55055,"[65, 27, 1]",[38]
55056,"[78, 90, 1]",[-12]
55057,"[38, 37, 3]",[1.027027027027027]
55058,"[73, 13, 1]",[60]
55059,"[53, 96, 2]",[5088]
55060,"[100, 83, 0]",[183]
55061,"[77, 3, 3]",[25.666666666666668]
55062,"[24, 1, 3]",[24.0]
55063,"[34, 10, 2]",[340]
55064,"[66, 45, 2]",[2970]
55065,"[27, 4, 1]",[23]
55066,"[4, 48, 3]",[0.08333333333333333]
55067,"[88, 87, 1]",[1]
55068,"[55, 57, 0]",[112]
55069,"[6, 24, 1]",[-18]
55070,"[42, 43, 2]",[1806]
55071,"[11, 3, 0]",[14]
55072,"[54, 13, 3]",[4.153846153846154]
55073,"[45, 45, 1]",[0]
55074,"[4, 70, 0]",[74]
55075,"[65, 94, 2]",[6110]
55076,"[59, 91, 0]",[150]
55077,"[70, 71, 0]",[141]
55078,"[63, 55, 2]",[3465]
55079,"[83, 81, 1]",[2]
55080,"[71, 53, 1]",[18]
55081,"[23, 97, 1]",[-74]
55082,"[44, 81, 2]",[3564]
55083,"[75, 24, 0]",[99]
55084,"[94, 53, 3]",[1.7735849056603774]
55085,"[83, 6, 0]",[89]
55086,"[89, 33, 0]",[122]
55087,"[16, 15, 0]",[31]
55088,"[36, 81, 2]",[2916]
55089,"[50, 75, 1]",[-25]
55090,"[90, 100, 3]",[0.9]
55091,"[44, 69, 3]",[0.6376811594202898]
55092,"[57, 88, 1]",[-31]
55093,"[90, 43, 3]",[2.0930232558139537]
55094,"[52, 41, 2]",[2132]
55095,"[19, 66, 3]",[0.2878787878787879]
55096,"[47, 53, 1]",[-6]
55097,"[30, 4, 1]",[26]
55098,"[38, 1, 0]",[39]
55099,"[47, 8, 0]",[55]
55100,"[92, 52, 3]",[1.7692307692307692]
55101,"[91, 81, 2]",[7371]
55102,"[14, 64, 3]",[0.21875]
55103,"[46, 54, 1]",[-8]
55104,"[5, 65, 3]",[0.07692307692307693]
55105,"[3, 37, 2]",[111]
55106,"[12, 25, 3]",[0.48]
55107,"[60, 90, 0]",[150]
55108,"[91, 53, 3]",[1.7169811320754718]
55109,"[82, 68, 2]",[5576]
55110,"[41, 88, 2]",[3608]
55111,"[7, 61, 1]",[-54]
55112,"[100, 90, 0]",[190]
55113,"[31, 35, 0]",[66]
55114,"[32, 24, 2]",[768]
55115,"[89, 45, 2]",[4005]
55116,"[17, 3, 1]",[14]
55117,"[45, 8, 1]",[37]
55118,"[89, 53, 1]",[36]
55119,"[50, 71, 1]",[-21]
55120,"[89, 73, 0]",[162]
55121,"[3, 30, 2]",[90]
55122,"[43, 0, 1]",[43]
55123,"[91, 67, 2]",[6097]
55124,"[29, 76, 1]",[-47]
55125,"[39, 33, 2]",[1287]
55126,"[91, 100, 3]",[0.91]
55127,"[46, 15, 1]",[31]
55128,"[79, 45, 2]",[3555]
55129,"[100, 33, 2]",[3300]
55130,"[64, 52, 2]",[3328]
55131,"[45, 32, 3]",[1.40625]
55132,"[49, 0, 3]",[0]
55133,"[93, 43, 1]",[50]
55134,"[1, 75, 2]",[75]
55135,"[91, 73, 3]",[1.2465753424657535]
55136,"[37, 91, 1]",[-54]
55137,"[99, 10, 0]",[109]
55138,"[39, 18, 2]",[702]
55139,"[47, 22, 3]",[2.1363636363636362]
55140,"[86, 2, 2]",[172]
55141,"[46, 53, 2]",[2438]
55142,"[84, 22, 1]",[62]
55143,"[95, 72, 0]",[167]
55144,"[13, 52, 2]",[676]
55145,"[60, 69, 3]",[0.8695652173913043]
55146,"[37, 48, 0]",[85]
55147,"[19, 31, 1]",[-12]
55148,"[88, 59, 1]",[29]
55149,"[39, 97, 1]",[-58]
55150,"[26, 15, 0]",[41]
55151,"[90, 30, 3]",[3.0]
55152,"[28, 90, 0]",[118]
55153,"[80, 82, 1]",[-2]
55154,"[21, 21, 0]",[42]
55155,"[22, 99, 1]",[-77]
55156,"[53, 74, 2]",[3922]
55157,"[42, 100, 0]",[142]
55158,"[26, 51, 3]",[0.5098039215686274]
55159,"[22, 13, 2]",[286]
55160,"[15, 70, 3]",[0.21428571428571427]
55161,"[54, 92, 2]",[4968]
55162,"[16, 37, 3]",[0.43243243243243246]
55163,"[5, 84, 3]",[0.05952380952380952]
55164,"[40, 60, 0]",[100]
55165,"[79, 10, 0]",[89]
55166,"[46, 54, 2]",[2484]
55167,"[21, 91, 3]",[0.23076923076923078]
55168,"[43, 87, 0]",[130]
55169,"[25, 94, 3]",[0.26595744680851063]
55170,"[49, 73, 0]",[122]
55171,"[38, 1, 0]",[39]
55172,"[31, 48, 3]",[0.6458333333333334]
55173,"[19, 24, 3]",[0.7916666666666666]
55174,"[24, 61, 0]",[85]
55175,"[29, 51, 2]",[1479]
55176,"[10, 90, 3]",[0.1111111111111111]
55177,"[64, 12, 1]",[52]
55178,"[54, 79, 2]",[4266]
55179,"[96, 90, 0]",[186]
55180,"[8, 34, 2]",[272]
55181,"[89, 93, 0]",[182]
55182,"[36, 89, 3]",[0.4044943820224719]
55183,"[19, 79, 1]",[-60]
55184,"[60, 100, 1]",[-40]
55185,"[45, 91, 1]",[-46]
55186,"[70, 17, 1]",[53]
55187,"[29, 80, 2]",[2320]
55188,"[49, 91, 1]",[-42]
55189,"[86, 19, 1]",[67]
55190,"[90, 38, 1]",[52]
55191,"[45, 40, 1]",[5]
55192,"[8, 0, 0]",[8]
55193,"[99, 28, 3]",[3.5357142857142856]
55194,"[47, 28, 1]",[19]
55195,"[23, 62, 1]",[-39]
55196,"[58, 78, 1]",[-20]
55197,"[20, 81, 3]",[0.24691358024691357]
55198,"[53, 8, 2]",[424]
55199,"[55, 30, 0]",[85]
55200,"[96, 94, 1]",[2]
55201,"[25, 16, 3]",[1.5625]
55202,"[79, 34, 0]",[113]
55203,"[54, 91, 2]",[4914]
55204,"[15, 86, 0]",[101]
55205,"[26, 77, 3]",[0.33766233766233766]
55206,"[54, 69, 1]",[-15]
55207,"[22, 37, 1]",[-15]
55208,"[52, 46, 2]",[2392]
55209,"[76, 60, 0]",[136]
55210,"[53, 73, 1]",[-20]
55211,"[26, 71, 0]",[97]
